pair,exBuyName,exSellName,direction,chance,difLast,difBidAsk,difdif,minQuoteVolume,estimatedProfit
BTO/ETH,gateio,bitz,gateio -> bitz,gateio -> bitz (BTO/ETH),30.363636363636374,23.25,7.113636363636374,0,407.73820837444237
APM/BTC,okex,hitbtc,okex -> hitbtc,okex -> hitbtc (APM/BTC),18.413760152890575,14.408960915157309,4.004799237733266,0,8.012563444000008
COV/BTC,livecoin,hitbtc,livecoin -> hitbtc,livecoin -> hitbtc (COV/BTC),27.30868443680137,18.687999999999988,8.620684436801383,0.0392960121482943,85.7344660304
CBC/BTC,livecoin,hitbtc,livecoin -> hitbtc,livecoin -> hitbtc (CBC/BTC),80,69.81132075471697,10.188679245283026,0.00023201082356,80.02913739622198
LMCH/BTC,bw,crex24,bw -> crex24,bw -> crex24 (LMCH/BTC),1.8623900672529743,20.710467321952052,18.848077254699078,0.001310558932,19.18248241204398
FLOT/BTC,livecoin,crex24,livecoin -> crex24,livecoin -> crex24 (FLOT/BTC),17.85714285714286,13.793103448275872,4.064039408866989,0.00000198,16.179190129308907
TELOS/BTC,crex24,whitebit,crex24 -> whitebit,crex24 -> whitebit (TELOS/BTC),27.272727272727266,26.126126126126124,1.1466011466011423,0,212.74070072062494
VSL/BTC,livecoin,crex24,livecoin -> crex24,livecoin -> crex24 (VSL/BTC),36.363636363636346,27.272727272727266,9.09090909090908,0,29.106767636363827
BTO/ETH,gateio,bitz,gateio -> bitz,gateio -> bitz (BTO/ETH),30.363636363636374,23.25,7.113636363636374,0,407.73820837444237
APM/BTC,okex,hitbtc,okex -> hitbtc,okex -> hitbtc (APM/BTC),18.413760152890575,14.408960915157309,4.004799237733266,0,7.969916009799988
COV/BTC,livecoin,hitbtc,livecoin -> hitbtc,livecoin -> hitbtc (COV/BTC),27.30868443680137,18.73599999999999,8.572684436801381,0.038850147004794305,85.50540706639998
JNT/ETH,hitbtc2,gateio,hitbtc2 -> gateio,hitbtc2 -> gateio (JNT/ETH),23.577235772357724,10.000846160355081,13.576389612002643,0,45.45169521120002
CBC/BTC,livecoin,hitbtc,livecoin -> hitbtc,livecoin -> hitbtc (CBC/BTC),80,69.81132075471697,10.188679245283026,0.00023201082356,80.02913739622198
BTO/ETH,gateio,bitz,gateio -> bitz,gateio -> bitz (BTO/ETH),30.363636363636374,23.25,7.113636363636374,0,407.73820837444237
JNT/ETH,hitbtc,gateio,hitbtc -> gateio,hitbtc -> gateio (JNT/ETH),23.577235772357724,10.000846160355081,13.576389612002643,0,45.45169521120002
APM/BTC,okex,hitbtc2,okex -> hitbtc2,okex -> hitbtc2 (APM/BTC),18.470363288718914,14.394661582459506,4.075701706259409,0,7.93674578320001
FLOT/BTC,livecoin,crex24,livecoin -> crex24,livecoin -> crex24 (FLOT/BTC),17.85714285714286,13.793103448275872,4.064039408866989,0.00000198,16.179190129308907
VSL/BTC,livecoin,crex24,livecoin -> crex24,livecoin -> crex24 (VSL/BTC),36.363636363636346,27.272727272727266,9.09090909090908,0,29.106767636363827
TELOS/BTC,crex24,whitebit,crex24 -> whitebit,crex24 -> whitebit (TELOS/BTC),27.272727272727266,26.126126126126124,1.1466011466011423,0,212.74070072062494
COV/BTC,livecoin,hitbtc2,livecoin -> hitbtc2,livecoin -> hitbtc2 (COV/BTC),27.30868443680137,18.767999999999986,8.540684436801385,0.038850147004794305,85.43668937720003
CBC/BTC,livecoin,hitbtc2,livecoin -> hitbtc2,livecoin -> hitbtc2 (CBC/BTC),80,69.81132075471697,10.188679245283026,0.00023201082356,80.02913739622198
BTO/ETH,gateio,bitz,gateio -> bitz,gateio -> bitz (BTO/ETH),30.363636363636374,23.25,7.113636363636374,0,407.73820837444237
FLOT/BTC,livecoin,crex24,livecoin -> crex24,livecoin -> crex24 (FLOT/BTC),17.85714285714286,13.793103448275872,4.064039408866989,0.00000198,16.179190129308907
TELOS/BTC,crex24,whitebit,crex24 -> whitebit,crex24 -> whitebit (TELOS/BTC),27.272727272727266,26.126126126126124,1.1466011466011423,0,212.74070072062494
VSL/BTC,livecoin,crex24,livecoin -> crex24,livecoin -> crex24 (VSL/BTC),36.363636363636346,27.272727272727266,9.09090909090908,0,29.106767636363827
APM/BTC,okex,hitbtc2,okex -> hitbtc2,okex -> hitbtc2 (APM/BTC),18.640497845859244,14.394661582459506,4.245836263399738,0,8.050472274400008
COV/BTC,livecoin,hitbtc2,livecoin -> hitbtc2,livecoin -> hitbtc2 (COV/BTC),27.30868443680137,18.799999999999997,8.508684436801374,0.038850147004794305,85.35270109040002
CBC/BTC,livecoin,hitbtc2,livecoin -> hitbtc2,livecoin -> hitbtc2 (CBC/BTC),80,69.81132075471697,10.188679245283026,0.00023201082356,80.02913739622198
BTO/ETH,gateio,bitz,gateio -> bitz,gateio -> bitz (BTO/ETH),30.363636363636374,23.25,7.113636363636374,0,407.73820837444237
STX/USDT,gateio,hitbtc2,gateio -> hitbtc2,gateio -> hitbtc2 (STX/USDT),15.789473684210535,10.34210526315789,5.447368421052644,0.999951,3.7190368599938353
TELOS/BTC,crex24,whitebit,crex24 -> whitebit,crex24 -> whitebit (TELOS/BTC),27.272727272727266,26.126126126126124,1.1466011466011423,0,212.74070072062494
APM/BTC,okex,hitbtc2,okex -> hitbtc2,okex -> hitbtc2 (APM/BTC),18.69731800766283,14.408960915157309,4.288357092505521,0,8.012563444000008
CBC/BTC,livecoin,hitbtc2,livecoin -> hitbtc2,livecoin -> hitbtc2 (CBC/BTC),80,69.81132075471697,10.188679245283026,0.00023201082356,80.02913739622198
FLOT/BTC,livecoin,crex24,livecoin -> crex24,livecoin -> crex24 (FLOT/BTC),17.85714285714286,13.793103448275872,4.064039408866989,0.00000198,16.179190129308907
VSL/BTC,livecoin,crex24,livecoin -> crex24,livecoin -> crex24 (VSL/BTC),36.363636363636346,27.272727272727266,9.09090909090908,0,29.106767636363827
COV/BTC,livecoin,hitbtc2,livecoin -> hitbtc2,livecoin -> hitbtc2 (COV/BTC),27.30868443680137,18.832000000000008,8.476684436801364,0.038850147004794305,85.0472891384
BTO/ETH,gateio,bitz,gateio -> bitz,gateio -> bitz (BTO/ETH),30.363636363636374,23.25,7.113636363636374,0,407.73820837444237
TELOS/BTC,crex24,whitebit,crex24 -> whitebit,crex24 -> whitebit (TELOS/BTC),27.272727272727266,26.126126126126124,1.1466011466011423,0,212.74070072062494
FLOT/BTC,livecoin,crex24,livecoin -> crex24,livecoin -> crex24 (FLOT/BTC),17.85714285714286,13.793103448275872,4.064039408866989,0.00000198,16.179190129308907
VSL/BTC,livecoin,crex24,livecoin -> crex24,livecoin -> crex24 (VSL/BTC),36.363636363636346,27.272727272727266,9.09090909090908,0,29.106767636363827
STX/USDT,gateio,hitbtc,gateio -> hitbtc,gateio -> hitbtc (STX/USDT),15.789473684210535,11.163157894736827,4.626315789473708,0.999951,3.7033497969938196
APM/BTC,okex,hitbtc,okex -> hitbtc,okex -> hitbtc (APM/BTC),18.75419262098707,14.408960915157309,4.345231705829761,0,7.974654613599981
COV/BTC,livecoin,hitbtc,livecoin -> hitbtc,livecoin -> hitbtc (COV/BTC),27.30868443680137,18.87999999999998,8.42868443680139,0.038850147004794305,85.0472891384
CBC/BTC,livecoin,hitbtc,livecoin -> hitbtc,livecoin -> hitbtc (CBC/BTC),80,69.81132075471697,10.188679245283026,0.00023201082356,76.54834214814724
GUP/BTC,hitbtc2,livecoin,hitbtc2 -> livecoin,hitbtc2 -> livecoin (GUP/BTC),15.000000000000014,10.000000000000014,5,0.0053323064,11.169426799999997
BTO/ETH,gateio,bitz,gateio -> bitz,gateio -> bitz (BTO/ETH),30.363636363636374,23.25,7.113636363636374,0,407.73820837444237
FLOT/BTC,livecoin,crex24,livecoin -> crex24,livecoin -> crex24 (FLOT/BTC),17.85714285714286,13.793103448275872,4.064039408866989,0.00000198,16.179190129308907
TELOS/BTC,crex24,whitebit,crex24 -> whitebit,crex24 -> whitebit (TELOS/BTC),27.272727272727266,26.126126126126124,1.1466011466011423,0,212.74070072062494
VSL/BTC,livecoin,crex24,livecoin -> crex24,livecoin -> crex24 (VSL/BTC),36.363636363636346,27.272727272727266,9.09090909090908,0,29.106767636363827
APM/BTC,okex,hitbtc2,okex -> hitbtc2,okex -> hitbtc2 (APM/BTC),18.470363288718914,14.394661582459506,4.075701706259409,0,7.917791367999996
GUP/BTC,hitbtc,livecoin,hitbtc -> livecoin,hitbtc -> livecoin (GUP/BTC),15.000000000000014,10.000000000000014,5,0.0053323064,11.169426799999997
COV/BTC,livecoin,hitbtc2,livecoin -> hitbtc2,livecoin -> hitbtc2 (COV/BTC),26.763698630136986,18.911999999999992,7.851698630136994,0.03932549054759431,84.9251243576
CBC/BTC,livecoin,hitbtc2,livecoin -> hitbtc2,livecoin -> hitbtc2 (CBC/BTC),80,69.81132075471697,10.188679245283026,0.00023201082356,80.02913739622198
STX/USDT,gateio,hitbtc2,gateio -> hitbtc2,gateio -> hitbtc2 (STX/USDT),15.789473684210535,11.428070175438592,4.361403508771943,0.999951,3.5830823139938417
BTO/ETH,gateio,bitz,gateio -> bitz,gateio -> bitz (BTO/ETH),30.363636363636374,23.25,7.113636363636374,0,407.73820837444237
FLOT/BTC,livecoin,crex24,livecoin -> crex24,livecoin -> crex24 (FLOT/BTC),17.85714285714286,13.793103448275872,4.064039408866989,0.00000198,16.179190129308907
TELOS/BTC,crex24,whitebit,crex24 -> whitebit,crex24 -> whitebit (TELOS/BTC),27.272727272727266,26.126126126126124,1.1466011466011423,0,212.74070072062494
VSL/BTC,livecoin,crex24,livecoin -> crex24,livecoin -> crex24 (VSL/BTC),36.363636363636346,27.272727272727266,9.09090909090908,0,29.106767636363827
APM/BTC,okex,hitbtc,okex -> hitbtc,okex -> hitbtc (APM/BTC),18.527020564323266,14.394661582459506,4.13235898186376,0,8.050472274400008
GUP/BTC,hitbtc2,livecoin,hitbtc2 -> livecoin,hitbtc2 -> livecoin (GUP/BTC),15.000000000000014,10.000000000000014,5,0.0053323064,11.169426799999997
COV/BTC,livecoin,hitbtc,livecoin -> hitbtc,livecoin -> hitbtc (COV/BTC),26.763698630136986,18.944000000000003,7.819698630136983,0.0391252427884773,84.70370069239999
CBC/BTC,livecoin,hitbtc,livecoin -> hitbtc,livecoin -> hitbtc (CBC/BTC),80,69.81132075471697,10.188679245283026,0.00023201082356,80.02913739622198
STX/USDT,gateio,hitbtc,gateio -> hitbtc,gateio -> hitbtc (STX/USDT),15.789473684210535,11.71228070175438,4.077192982456154,0.999951,3.7190368599938353
BTO/ETH,gateio,bitz,gateio -> bitz,gateio -> bitz (BTO/ETH),30.363636363636374,23.25,7.113636363636374,0,407.73820837444237
STX/USDT,gateio,hitbtc2,gateio -> hitbtc2,gateio -> hitbtc2 (STX/USDT),15.789473684210535,12.064912280701748,3.724561403508787,0.999951,3.7190368599938353
FLOT/BTC,livecoin,crex24,livecoin -> crex24,livecoin -> crex24 (FLOT/BTC),17.85714285714286,13.793103448275872,4.064039408866989,0.00000198,16.179190129308907
TELOS/BTC,crex24,whitebit,crex24 -> whitebit,crex24 -> whitebit (TELOS/BTC),27.272727272727266,26.126126126126124,1.1466011466011423,0,212.74070072062494
VSL/BTC,livecoin,crex24,livecoin -> crex24,livecoin -> crex24 (VSL/BTC),36.363636363636346,27.272727272727266,9.09090909090908,0,29.106767636363827
GUP/BTC,hitbtc,livecoin,hitbtc -> livecoin,hitbtc -> livecoin (GUP/BTC),15.000000000000014,10.000000000000014,5,0.0053323064,11.169426799999997
APM/BTC,okex,hitbtc2,okex -> hitbtc2,okex -> hitbtc2 (APM/BTC),18.583732057416256,14.408960915157309,4.1747711422589475,0,8.012563444000008
COV/BTC,livecoin,hitbtc2,livecoin -> hitbtc2,livecoin -> hitbtc2 (COV/BTC),26.763698630136986,19.07125700560448,7.692441624532506,0.0391252427884773,84.73441621125625
CBC/BTC,livecoin,hitbtc2,livecoin -> hitbtc2,livecoin -> hitbtc2 (CBC/BTC),80,69.81132075471697,10.188679245283026,0.00023201082356,80.02913739622198
BTO/ETH,gateio,bitz,gateio -> bitz,gateio -> bitz (BTO/ETH),30.363636363636374,23.25,7.113636363636374,0,407.73820837444237
FLOT/BTC,livecoin,crex24,livecoin -> crex24,livecoin -> crex24 (FLOT/BTC),17.85714285714286,13.793103448275872,4.064039408866989,0.00000198,16.179190129308907
NAV/BTC,crex24,hitbtc,crex24 -> hitbtc,crex24 -> hitbtc (NAV/BTC),29.42191544434857,14.913644214162346,14.508271230186224,0.007818145103,21.5924744628
TELOS/BTC,crex24,whitebit,crex24 -> whitebit,crex24 -> whitebit (TELOS/BTC),27.272727272727266,26.126126126126124,1.1466011466011423,0,212.74070072062494
VSL/BTC,livecoin,crex24,livecoin -> crex24,livecoin -> crex24 (VSL/BTC),36.363636363636346,27.272727272727266,9.09090909090908,0,29.106767636363827
STX/USDT,gateio,hitbtc,gateio -> hitbtc,gateio -> hitbtc (STX/USDT),15.789473684210535,12.5280701754386,3.2614035087719344,0.999951,3.7190368599938353
MATIC/BTC,whitebit,hitbtc,whitebit -> hitbtc,whitebit -> hitbtc (MATIC/BTC),23.36363636363636,10.844221105527652,12.519415258108708,0.0487579789,13.070630987963
GUP/BTC,hitbtc2,livecoin,hitbtc2 -> livecoin,hitbtc2 -> livecoin (GUP/BTC),15.000000000000014,10.000000000000014,5,0.0053323064,11.169426799999997
APM/BTC,okex,hitbtc,okex -> hitbtc,okex -> hitbtc (APM/BTC),18.583732057416256,14.408960915157309,4.1747711422589475,0,7.955700198399995
COV/BTC,livecoin,hitbtc,livecoin -> hitbtc,livecoin -> hitbtc (COV/BTC),26.763698630136986,19.103282626100864,7.660416004036122,0.0396917527042764,84.52809086184806
CBC/BTC,livecoin,hitbtc,livecoin -> hitbtc,livecoin -> hitbtc (CBC/BTC),80,69.81132075471697,10.188679245283026,0.00023201082356,80.02913739622198
BTO/ETH,gateio,bitz,gateio -> bitz,gateio -> bitz (BTO/ETH),30.363636363636374,23.25,7.113636363636374,0,407.73820837444237
MATIC/BTC,whitebit,hitbtc2,whitebit -> hitbtc2,whitebit -> hitbtc2 (MATIC/BTC),23.36363636363636,11.361809045226124,12.001827318410236,0.0487579789,13.070630987963
TELOS/BTC,crex24,whitebit,crex24 -> whitebit,crex24 -> whitebit (TELOS/BTC),27.272727272727266,26.126126126126124,1.1466011466011423,0,212.74070072062494
FLOT/BTC,livecoin,crex24,livecoin -> crex24,livecoin -> crex24 (FLOT/BTC),17.85714285714286,13.793103448275872,4.064039408866989,0.00000198,16.179190129308907
IQ/BTC,livecoin,crex24,livecoin -> crex24,livecoin -> crex24 (IQ/BTC),5489.473684210526,5478.9473684210525,10.526315789473301,0.0001081500000008,5518.569364187955
VSL/BTC,livecoin,crex24,livecoin -> crex24,livecoin -> crex24 (VSL/BTC),36.363636363636346,27.272727272727266,9.09090909090908,0,29.106767636363827
STX/USDT,gateio,hitbtc,gateio -> hitbtc,gateio -> hitbtc (STX/USDT),15.789473684210535,12.789473684210535,3,0.999951,3.7190368599938353
APM/BTC,okex,hitbtc2,okex -> hitbtc2,okex -> hitbtc2 (APM/BTC),18.583732057416256,14.394661582459506,4.1890704749567504,0,7.917791367999996
GUP/BTC,hitbtc,livecoin,hitbtc -> livecoin,hitbtc -> livecoin (GUP/BTC),15.000000000000014,10.000000000000014,5,0.0053323064,11.169426799999997
COV/BTC,livecoin,hitbtc2,livecoin -> hitbtc2,livecoin -> hitbtc2 (COV/BTC),26.763698630136986,19.151321056845475,7.612377573291511,0.039119287304276405,84.3141238328322
CBC/BTC,livecoin,hitbtc2,livecoin -> hitbtc2,livecoin -> hitbtc2 (CBC/BTC),80,69.81132075471697,10.188679245283026,0.00023201082356,80.02913739622198
BTO/ETH,gateio,bitz,gateio -> bitz,gateio -> bitz (BTO/ETH),30.363636363636374,23.333333333333343,7.030303030303031,0,407.57303667360486
MATIC/BTC,whitebit,hitbtc,whitebit -> hitbtc,whitebit -> hitbtc (MATIC/BTC),23.36363636363636,11.361809045226124,12.001827318410236,0.0487579789,13.070630987963
TELOS/BTC,crex24,whitebit,crex24 -> whitebit,crex24 -> whitebit (TELOS/BTC),26.126126126126124,24.99999999999997,1.1261261261261524,0,194.170483429125
APM/BTC,okex,hitbtc,okex -> hitbtc,okex -> hitbtc (APM/BTC),18.69731800766283,14.394661582459506,4.302656425203324,0,8.050472274400008
GUP/BTC,hitbtc2,livecoin,hitbtc2 -> livecoin,hitbtc2 -> livecoin (GUP/BTC),15.000000000000014,10.000000000000014,5,0.0053323064,11.169426799999997
FLOT/BTC,livecoin,crex24,livecoin -> crex24,livecoin -> crex24 (FLOT/BTC),17.85714285714286,13.793103448275872,4.064039408866989,0.00000198,16.179190129308907
IQ/BTC,livecoin,crex24,livecoin -> crex24,livecoin -> crex24 (IQ/BTC),5494.736842105263,5478.9473684210525,15.789473684210861,0.0001081500000008,5518.569364187955
VSL/BTC,livecoin,crex24,livecoin -> crex24,livecoin -> crex24 (VSL/BTC),36.363636363636346,27.272727272727266,9.09090909090908,0,29.106767636363827
STX/USDT,gateio,hitbtc,gateio -> hitbtc,gateio -> hitbtc (STX/USDT),15.789473684210535,13.477192982456131,2.3122807017544034,0.999951,3.7033497969938196
JNT/ETH,hitbtc2,gateio,hitbtc2 -> gateio,hitbtc2 -> gateio (JNT/ETH),23.577235772357724,10.000846160355081,13.576389612002643,0,45.45169521120002
COV/BTC,livecoin,hitbtc,livecoin -> hitbtc,livecoin -> hitbtc (COV/BTC),26.763698630136986,19.183346677341873,7.580351952795112,0.0390040704784773,84.08487344460087
CBC/BTC,livecoin,hitbtc,livecoin -> hitbtc,livecoin -> hitbtc (CBC/BTC),80,69.81132075471697,10.188679245283026,0.00023201082356,80.02913739622198
MATIC/BTC,whitebit,hitbtc2,whitebit -> hitbtc2,whitebit -> hitbtc2 (MATIC/BTC),23.36363636363636,11.361809045226124,12.001827318410236,0.0487579789,13.070630987963
FLOT/BTC,livecoin,crex24,livecoin -> crex24,livecoin -> crex24 (FLOT/BTC),17.85714285714286,13.793103448275872,4.064039408866989,0.00000198,16.179190129308907
NAV/BTC,crex24,hitbtc2,crex24 -> hitbtc2,crex24 -> hitbtc2 (NAV/BTC),29.42191544434857,14.926660914581518,14.495254529767053,0.007818145103,21.147077622800012
IQ/BTC,livecoin,crex24,livecoin -> crex24,livecoin -> crex24 (IQ/BTC),5494.736842105263,5489.473684210526,5.26315789473756,0.0001081500000008,5476.581920377026
TELOS/BTC,crex24,whitebit,crex24 -> whitebit,crex24 -> whitebit (TELOS/BTC),16.66666666666667,15.702479338842963,0.9641873278237085,0,186.868317806625
GUP/BTC,hitbtc,livecoin,hitbtc -> livecoin,hitbtc -> livecoin (GUP/BTC),15.000000000000014,10.000000000000014,5,0.0053323064,11.169426799999997
STX/USDT,gateio,hitbtc2,gateio -> hitbtc2,gateio -> hitbtc2 (STX/USDT),15.789473684210535,13.877192982456137,1.9122807017543977,0.999951,3.7190368599938353
APM/BTC,okex,hitbtc2,okex -> hitbtc2,okex -> hitbtc2 (APM/BTC),18.75419262098707,14.408960915157309,4.345231705829761,0,7.993609028799995
COV/BTC,livecoin,hitbtc2,livecoin -> hitbtc2,livecoin -> hitbtc2 (COV/BTC),26.763698630136986,19.231385108086457,7.532313522050529,0.0390040704784773,83.82505633793875
BTO/ETH,gateio,bitz,gateio -> bitz,gateio -> bitz (BTO/ETH),30.363636363636374,23.333333333333343,7.030303030303031,0,407.57303667360486
VSL/BTC,livecoin,crex24,livecoin -> crex24,livecoin -> crex24 (VSL/BTC),36.363636363636346,27.272727272727266,9.09090909090908,0,29.106767636363827
CBC/BTC,livecoin,hitbtc2,livecoin -> hitbtc2,livecoin -> hitbtc2 (CBC/BTC),80,69.81132075471697,10.188679245283026,0.00023201082356,80.02913739622198
BTO/ETH,gateio,bitz,gateio -> bitz,gateio -> bitz (BTO/ETH),30.363636363636374,23.333333333333343,7.030303030303031,0,407.57303667360486
FLOT/BTC,livecoin,crex24,livecoin -> crex24,livecoin -> crex24 (FLOT/BTC),17.85714285714286,13.793103448275872,4.064039408866989,0.00000198,16.179190129308907
IQ/BTC,livecoin,crex24,livecoin -> crex24,livecoin -> crex24 (IQ/BTC),5489.473684210526,5489.473684210526,0,0.0001081500000008,5518.569364187955
TELOS/BTC,crex24,whitebit,crex24 -> whitebit,crex24 -> whitebit (TELOS/BTC),16.66666666666667,15.702479338842963,0.9641873278237085,0,186.868317806625
VSL/BTC,livecoin,crex24,livecoin -> crex24,livecoin -> crex24 (VSL/BTC),36.363636363636346,27.272727272727266,9.09090909090908,0,29.106767636363827
JNT/ETH,hitbtc,gateio,hitbtc -> gateio,hitbtc -> gateio (JNT/ETH),23.577235772357724,10.000846160355081,13.576389612002643,0,45.45169521120002
STX/USDT,gateio,hitbtc,gateio -> hitbtc,gateio -> hitbtc (STX/USDT),15.789473684210535,14.149122807017548,1.6403508771929864,0.999951,3.5395071389938693
MATIC/BTC,whitebit,hitbtc2,whitebit -> hitbtc2,whitebit -> hitbtc2 (MATIC/BTC),10.804999999999993,10.378109452736311,0.4268905472636817,0.0489795889,11.279983258078332
GUP/BTC,hitbtc,livecoin,hitbtc -> livecoin,hitbtc -> livecoin (GUP/BTC),15.000000000000014,10.000000000000014,5,0.0053323064,11.169426799999997
APM/BTC,okex,hitbtc2,okex -> hitbtc2,okex -> hitbtc2 (APM/BTC),18.69731800766283,14.408960915157309,4.288357092505521,0,7.955700198399995
